dmso_viability_pct,normalized_to,true_ic50,median_ic50,bias_pct
100.0,negative_control,173.45700925053782,173.47198996391677,0.008636556944959621
100.0,vehicle_control,173.45700925053782,173.12997432172256,-0.1885394716698379
96.0,negative_control,173.45700925053782,163.1297439235418,-5.9537895710397715
96.0,vehicle_control,173.45700925053782,173.13016291867487,-0.1884307433151131
90.0,negative_control,173.45700925053782,144.3639533670497,-16.77248789725568
90.0,vehicle_control,173.45700925053782,173.13042508547574,-0.1882796010799284
80.0,negative_control,173.45700925053782,105.2763104393213,-39.306972434153806
80.0,vehicle_control,173.45700925053782,173.13076189468416,-0.1880854266214413
